num,tag,parent_tag,depth,children
DeferredStormAndPropertyReserveDeficiencyCurrent,DeferredCostsCurrent,4,
DeferredSetUpCostsCurrent,DeferredCostsCurrent,4,
DeferredSubscriberAcquisitionCostsCurrent,DeferredCostsCurrent,4,
DeferredOfferingCosts,DeferredCostsCurrent,4,
OtherDeferredCostsNet,DeferredCostsCurrent,4,
DeferredGasCost,DeferredCostsCurrent,4,
DerivativeInstrumentsAndHedges,AssetsCurrent,3,DerivativeAssetsCurrent|HedgingAssetsCurrent|CommodityContractAssetCurrent|EnergyMarketingContractsAssetsCurrent
DerivativeAssetsCurrent,DerivativeInstrumentsAndHedges,4,
HedgingAssetsCurrent,DerivativeInstrumentsAndHedges,4,
CommodityContractAssetCurrent,DerivativeInstrumentsAndHedges,4,
EnergyMarketingContractsAssetsCurrent,DerivativeInstrumentsAndHedges,4,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,AssetsCurrent,3,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents|DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet|DisposalGroupIncludingDiscontinuedOperationInventoryCurrent|DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssetCurrent|DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets|DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent|DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent|DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent|DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsCurrent|DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent|DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationInventoryCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssetCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationCapitalLeasedAssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,4,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,AssetsCurrent,3,TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup|AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther
TradeAndLoansReceivablesHeldForSaleNetNotPartOfDisposalGroup,AssetsHeldForSaleNotPartOfDisposalGroupCurrent,4,
AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,AssetsHeldForSaleNotPartOfDisposalGroupCurrent,4,
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingAndSalesTypeLeasesCurrent,AssetsCurrent,3,
IncomeTaxesReceivable,AssetsCurrent,3,
RegulatoryAssetsCurrent,AssetsCurrent,3,
FundsHeldForClients,AssetsCurrent,3,
DeferredTaxAssetsLiabilitiesNetCurrent,AssetsCurrent,3,
DeferredRentAssetNetCurrent,AssetsCurrent,3,
AdvancesOnInventoryPurchases,AssetsCurrent,3,
AdvanceRoyaltiesCurrent,AssetsCurrent,3,
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,AssetsCurrent,3,
HealthCareTrustFundAssetsLimitedAsToUseCurrent,AssetsCurrent,3,
DepositsAssetsCurrent,AssetsCurrent,3,
BusinessCombinationContingentConsiderationAssetCurrent,AssetsCurrent,3,
