account_num,net_change,tag,tag_depth,cik
2673,-500000.0,EmployeeRelatedLiabilitiesCurrent,2,1812360_FOXO TECHNOLOGIES INC.
3645,-5330000.0,LiabilitiesNoncurrent,2,1812360_FOXO TECHNOLOGIES INC.
1827,2071000.0,IntangibleAssetsNetIncludingGoodwill,2,1812360_FOXO TECHNOLOGIES INC.
1732,2071000.0,IntangibleAssetsNetExcludingGoodwill,2,1812360_FOXO TECHNOLOGIES INC.
1368,136000.0,PropertyPlantAndEquipmentNet,4,1812360_FOXO TECHNOLOGIES INC.
868,19438000.0,AssetsCurrent,2,1812360_FOXO TECHNOLOGIES INC.
677,511000.0,PrepaidExpenseCurrent,2,1812360_FOXO TECHNOLOGIES INC.
260,2057000.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,1812360_FOXO TECHNOLOGIES INC.
455,2057000.0,InventoryNet,2,1812360_FOXO TECHNOLOGIES INC.
577,10454000.0,CashCashEquivalentsAndShortTermInvestments,4,1812360_FOXO TECHNOLOGIES INC.
1174,1600000.0,LegalFees,1,1812360_FOXO TECHNOLOGIES INC.
1167,1600000.0,LitigationSettlementExpense,2,1812360_FOXO TECHNOLOGIES INC.
371,2954000.0,CostOfGoodsAndServicesSoldAmortization,2,1812360_FOXO TECHNOLOGIES INC.
427,2954000.0,CostDepreciationAmortizationAndDepletion,4,1812360_FOXO TECHNOLOGIES INC.
433,2954000.0,CostOfGoodsAndServicesSoldDepreciationAndAmortization,3,1812360_FOXO TECHNOLOGIES INC.
2091,2207000.0,AssetsNoncurrent,2,1812360_FOXO TECHNOLOGIES INC.
1348,-1600000.0,GainLossRelatedToLitigationSettlement,1,1812360_FOXO TECHNOLOGIES INC.
1515,-29515000.0,OtherOperatingIncomeExpenseNet,2,1812360_FOXO TECHNOLOGIES INC.
3333,-21854000.0,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,3,1812360_FOXO TECHNOLOGIES INC.
3400,-21854000.0,RedeemableNoncontrollingInterestEquityCarryingAmount,3,1812360_FOXO TECHNOLOGIES INC.
2089,45208000.0,Assets,1,1812360_FOXO TECHNOLOGIES INC.
2347,-3206000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,1812360_FOXO TECHNOLOGIES INC.
1170,1638000.0,DeferredOfferingCosts,1,1812360_FOXO TECHNOLOGIES INC.
2646,-22236000.0,ConvertibleDebtCurrent,2,1812360_FOXO TECHNOLOGIES INC.
1387,-21000.0,GainLossOnTerminationOfLease,1,1812360_FOXO TECHNOLOGIES INC.
3578,-21854000.0,RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,4,1812360_FOXO TECHNOLOGIES INC.
173,-93000.0,Revenues,1,1812360_FOXO TECHNOLOGIES INC.
3917,-45208000.0,LiabilitiesAndStockholdersEquity,2,1812360_FOXO TECHNOLOGIES INC.
2398,-2706000.0,AccountsPayableCurrent,2,1812360_FOXO TECHNOLOGIES INC.
3260,-16864000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,1812360_FOXO TECHNOLOGIES INC.
3316,-16864000.0,StockholdersEquity,1,1812360_FOXO TECHNOLOGIES INC.
3750,-120009000.0,AdditionalPaidInCapital,1,1812360_FOXO TECHNOLOGIES INC.
3661,-3000.0,CommonStockValue,3,1812360_FOXO TECHNOLOGIES INC.
3465,-28344000.0,Liabilities,1,1812360_FOXO TECHNOLOGIES INC.
560,1638000.0,DeferredCostsCurrent,2,1812360_FOXO TECHNOLOGIES INC.
3796,-2412000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,1812360_FOXO TECHNOLOGIES INC.
3303,-2918000.0,LongTermDebtAndCapitalLeaseObligations,2,1812360_FOXO TECHNOLOGIES INC.
3308,-2918000.0,LongTermDebtNoncurrent,2,1812360_FOXO TECHNOLOGIES INC.
3154,-4350000.0,LiabilitiesCurrent,2,1812360_FOXO TECHNOLOGIES INC.
2638,-32203000.0,DebtCurrent,2,1812360_FOXO TECHNOLOGIES INC.
2737,-32203000.0,LongTermDebtAndCapitalLeaseObligationsCurrent,3,1812360_FOXO TECHNOLOGIES INC.
802,400000.0,AssetImpairmentCharges,1,1812360_FOXO TECHNOLOGIES INC.
3618,-1284000.0,DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,4,1812360_FOXO TECHNOLOGIES INC.
1133,400000.0,RestructuringSettlementAndImpairmentProvisions,3,1812360_FOXO TECHNOLOGIES INC.
645,10454000.0,CashAndCashEquivalentsAtCarryingValue,3,1812360_FOXO TECHNOLOGIES INC.
3751,3750000.0,StockholdersEquityNoteSubscriptionsReceivable,2,1812360_FOXO TECHNOLOGIES INC.
232,-3047000.0,GrossProfit,1,1812360_FOXO TECHNOLOGIES INC.
601,15601000.0,SellingGeneralAndAdministrativeExpense,3,1812360_FOXO TECHNOLOGIES INC.
1002,-21000.0,GainLossOnDispositionOfAssets1,1,1812360_FOXO TECHNOLOGIES INC.
1112,17761000.0,OperatingExpenses,1,1812360_FOXO TECHNOLOGIES INC.
1264,-17668000.0,OperatingIncomeLoss,1,1812360_FOXO TECHNOLOGIES INC.
2130,-150000.0,NonoperatingIncomeExpense,1,1812360_FOXO TECHNOLOGIES INC.
2149,-17818000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,1812360_FOXO TECHNOLOGIES INC.
2257,-47183000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,1812360_FOXO TECHNOLOGIES INC.
1820,-47183000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,1812360_FOXO TECHNOLOGIES INC.
1077,-47183000.0,ProfitLoss,2,1812360_FOXO TECHNOLOGIES INC.
1912,-45437000.0,NetIncomeLoss,1,1812360_FOXO TECHNOLOGIES INC.
1988,-9967000.0,ConvertibleSubordinatedDebtCurrent,2,1812360_FOXO TECHNOLOGIES INC.
2903,-45437000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,1812360_FOXO TECHNOLOGIES INC.
2004,-150000.0,OtherNonoperatingIncomeExpense,1,1812360_FOXO TECHNOLOGIES INC.
757,20000.0,OtherAssetsCurrent,2,1812360_FOXO TECHNOLOGIES INC.
2590,-45437000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,1812360_FOXO TECHNOLOGIES INC.
581,4160000.0,OperatingCostsAndExpenses,2,1812360_FOXO TECHNOLOGIES INC.
144,2954000.0,CostOfRevenue,1,1812360_FOXO TECHNOLOGIES INC.
171,2954000.0,CostOfGoodsAndServicesSold,2,1812360_FOXO TECHNOLOGIES INC.
491,2160000.0,ResearchAndDevelopmentExpense,2,1812360_FOXO TECHNOLOGIES INC.
3494,-90000.0,OtherLiabilitiesNoncurrent,2,1812360_FOXO TECHNOLOGIES INC.
3383,-1038000.0,DeferredIncomeTaxLiabilitiesNet,2,1812360_FOXO TECHNOLOGIES INC.
2552,-500000.0,AccruedLiabilitiesCurrent,2,1812360_FOXO TECHNOLOGIES INC.
2716,-32203000.0,LongTermDebtCurrent,2,1812360_FOXO TECHNOLOGIES INC.
3809,-99159000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,1812360_FOXO TECHNOLOGIES INC.
