account_num,net_change,tag,tag_depth,cik
1652,636000000.0,FiniteLivedIntangibleAssetsNet,2,43196_GRAY TELEVISION INC
2764,-24000000.0,ContractWithCustomerLiabilityCurrent,3,43196_GRAY TELEVISION INC
3333,-650000000.0,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,3,43196_GRAY TELEVISION INC
1778,354000000.0,InterestExpenseDebt,2,43196_GRAY TELEVISION INC
3112,-14000000.0,DividendsPayableCurrent,2,43196_GRAY TELEVISION INC
1663,5000000.0,DeferredCompensationPlanAssets,1,43196_GRAY TELEVISION INC
1644,5000000.0,DeferredCosts,2,43196_GRAY TELEVISION INC
1846,5331000000.0,IndefiniteLivedIntangibleAssetsExcludingGoodwill,1,43196_GRAY TELEVISION INC
2744,52000000.0,PreferredStockDividendsAndOtherAdjustments,2,43196_GRAY TELEVISION INC
737,43000000.0,PrepaidTaxes,1,43196_GRAY TELEVISION INC
2644,52000000.0,TemporaryEquityDividendsAdjustment,3,43196_GRAY TELEVISION INC
172,-16000000.0,AllowanceForDoubtfulOtherReceivablesCurrent,4,43196_GRAY TELEVISION INC
3566,-650000000.0,TemporaryEquityCarryingAmountAttributableToParent,3,43196_GRAY TELEVISION INC
1898,5331000000.0,IndefiniteLivedLicenseAgreements,1,43196_GRAY TELEVISION INC
3387,-1000000.0,ProgramRightsObligationsNoncurrent,2,43196_GRAY TELEVISION INC
3160,-29000000.0,ProgramRightsObligationsCurrent,2,43196_GRAY TELEVISION INC
2723,-74000000.0,InterestAndDividendsPayableCurrent,3,43196_GRAY TELEVISION INC
845,207000000.0,AmortizationOfDeferredCharges,1,43196_GRAY TELEVISION INC
644,22000000.0,NontradeReceivablesCurrent,2,43196_GRAY TELEVISION INC
2552,-50000000.0,AccruedLiabilitiesCurrent,2,43196_GRAY TELEVISION INC
3383,-1454000000.0,DeferredIncomeTaxLiabilitiesNet,2,43196_GRAY TELEVISION INC
3494,-14000000.0,OtherLiabilitiesNoncurrent,2,43196_GRAY TELEVISION INC
3809,-12000000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,43196_GRAY TELEVISION INC
456,207000000.0,DepreciationAndAmortization,4,43196_GRAY TELEVISION INC
2812,-60000000.0,InterestPayableCurrent,2,43196_GRAY TELEVISION INC
581,207000000.0,OperatingCostsAndExpenses,2,43196_GRAY TELEVISION INC
110,-3676000000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2,43196_GRAY TELEVISION INC
