account_num,net_change,tag,tag_depth,cik
2731,-134293000.0,ShortTermBorrowings,1,357301_TRUSTCO BANK CORP N Y
3812,43786000.0,TreasuryStockCommonValue,3,357301_TRUSTCO BANK CORP N Y
707,390000.0,SellingAndMarketingExpense,2,357301_TRUSTCO BANK CORP N Y
421,-44272000.0,NetInvestmentIncome,1,357301_TRUSTCO BANK CORP N Y
69,47595000.0,CashAndDueFromBanks,2,357301_TRUSTCO BANK CORP N Y
2603,-4669000.0,NoninterestIncome,1,357301_TRUSTCO BANK CORP N Y
144,300000.0,CostOfRevenue,1,357301_TRUSTCO BANK CORP N Y
3809,-23375000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,357301_TRUSTCO BANK CORP N Y
3733,-257078000.0,AdditionalPaidInCapitalCommonStock,2,357301_TRUSTCO BANK CORP N Y
645,636984000.0,CashAndCashEquivalentsAtCarryingValue,3,357301_TRUSTCO BANK CORP N Y
1223,4598000.0,CommunicationsInformationTechnologyAndOccupancy,3,357301_TRUSTCO BANK CORP N Y
1012,6682000.0,InterestExpenseDeposits,2,357301_TRUSTCO BANK CORP N Y
1466,285000.0,InterestExpenseShortTermBorrowings,2,357301_TRUSTCO BANK CORP N Y
1158,285000.0,InterestExpenseBorrowings,2,357301_TRUSTCO BANK CORP N Y
1115,300000.0,ProvisionForLoanLossesExpensed,3,357301_TRUSTCO BANK CORP N Y
1074,1410000.0,InterestExpenseNOWAccountsMoneyMarketAccountsAndSavingsDeposits,5,357301_TRUSTCO BANK CORP N Y
116,589389000.0,InterestBearingDepositsInBanks,2,357301_TRUSTCO BANK CORP N Y
123,-44272000.0,InterestAndFeeIncomeLoansAndLeases,4,357301_TRUSTCO BANK CORP N Y
2302,390000.0,AdvertisingExpense,1,357301_TRUSTCO BANK CORP N Y
1103,300000.0,ProvisionForLoanLeaseAndOtherLosses,4,357301_TRUSTCO BANK CORP N Y
1895,1607000.0,ProfessionalFees,1,357301_TRUSTCO BANK CORP N Y
2817,4598000.0,OccupancyNet,2,357301_TRUSTCO BANK CORP N Y
1480,814000.0,InterestExpenseMoneyMarketDeposits,2,357301_TRUSTCO BANK CORP N Y
1579,66000.0,InterestExpenseNegotiableOrderOfWithdrawalNOWDeposits,2,357301_TRUSTCO BANK CORP N Y
1723,-148000.0,GainsLossesOnSalesOfOtherRealEstate,1,357301_TRUSTCO BANK CORP N Y
