account_num,net_change,tag,tag_depth,cik
1103,79000.0,ProvisionForLoanLeaseAndOtherLosses,4,910108_LXP INDUSTRIAL TRUST
1652,328607000.0,FiniteLivedIntangibleAssetsNet,2,910108_LXP INDUSTRIAL TRUST
1627,349827000.0,ConstructionInProgressGross,2,910108_LXP INDUSTRIAL TRUST
3535,-94016000.0,PreferredStockValue,3,910108_LXP INDUSTRIAL TRUST
802,3523000.0,AssetImpairmentCharges,1,910108_LXP INDUSTRIAL TRUST
1133,3523000.0,RestructuringSettlementAndImpairmentProvisions,3,910108_LXP INDUSTRIAL TRUST
2431,149000.0,NetIncomeLossAttributableToNoncontrollingInterest,1,910108_LXP INDUSTRIAL TRUST
3853,-38238000.0,MinorityInterest,1,910108_LXP INDUSTRIAL TRUST
1705,349827000.0,PropertyPlantAndEquipmentGross,4,910108_LXP INDUSTRIAL TRUST
1478,-3604000.0,IncomeLossFromEquityMethodInvestments,1,910108_LXP INDUSTRIAL TRUST
581,49264000.0,OperatingCostsAndExpenses,2,910108_LXP INDUSTRIAL TRUST
456,45741000.0,DepreciationAndAmortization,4,910108_LXP INDUSTRIAL TRUST
144,79000.0,CostOfRevenue,1,910108_LXP INDUSTRIAL TRUST
3809,-14169000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,910108_LXP INDUSTRIAL TRUST
1848,52571000.0,LongTermInvestmentsAndReceivablesNet,3,910108_LXP INDUSTRIAL TRUST
1626,52571000.0,LongTermInvestments,1,910108_LXP INDUSTRIAL TRUST
1557,52571000.0,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,6,910108_LXP INDUSTRIAL TRUST
2903,-9522000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,910108_LXP INDUSTRIAL TRUST
2590,-9522000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,910108_LXP INDUSTRIAL TRUST
1912,-11166000.0,NetIncomeLoss,1,910108_LXP INDUSTRIAL TRUST
1077,-11315000.0,ProfitLoss,2,910108_LXP INDUSTRIAL TRUST
1989,44286000.0,DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,4,910108_LXP INDUSTRIAL TRUST
691,84507000.0,InventoryRealEstate,2,910108_LXP INDUSTRIAL TRUST
1386,328607000.0,FiniteLivedIntangibleAssetsGross,2,910108_LXP INDUSTRIAL TRUST
1548,79000.0,NetInvestmentInLeaseCreditLossExpenseReversal,2,910108_LXP INDUSTRIAL TRUST
1820,-11747000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,910108_LXP INDUSTRIAL TRUST
637,84507000.0,InventoryLandHeldForDevelopmentAndSale,3,910108_LXP INDUSTRIAL TRUST
345,84507000.0,InventoryOperativeBuilders,2,910108_LXP INDUSTRIAL TRUST
2399,216000.0,IncomeTaxExpenseBenefit,1,910108_LXP INDUSTRIAL TRUST
2149,-7927000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,910108_LXP INDUSTRIAL TRUST
229,4141000.0,AccountsReceivableNetCurrent,3,910108_LXP INDUSTRIAL TRUST
577,42923000.0,CashCashEquivalentsAndShortTermInvestments,4,910108_LXP INDUSTRIAL TRUST
645,42923000.0,CashAndCashEquivalentsAtCarryingValue,3,910108_LXP INDUSTRIAL TRUST
