account_num,net_change,tag,tag_depth,cik
116,500000.0,InterestBearingDepositsInBanks,2,"714395_GERMAN AMERICAN BANCORP, INC."
2903,-64381000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,"714395_GERMAN AMERICAN BANCORP, INC."
3733,-388955000.0,AdditionalPaidInCapitalCommonStock,2,"714395_GERMAN AMERICAN BANCORP, INC."
3809,-327613000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,"714395_GERMAN AMERICAN BANCORP, INC."
456,7208000.0,DepreciationAndAmortization,4,"714395_GERMAN AMERICAN BANCORP, INC."
2603,-44667000.0,NoninterestIncome,1,"714395_GERMAN AMERICAN BANCORP, INC."
1248,-1831000.0,GainsLossesOnSalesOfAssets,1,"714395_GERMAN AMERICAN BANCORP, INC."
1781,-40000.0,NonoperatingGainsLosses,1,"714395_GERMAN AMERICAN BANCORP, INC."
845,2204000.0,AmortizationOfDeferredCharges,1,"714395_GERMAN AMERICAN BANCORP, INC."
1230,-40000.0,GainLossOnInvestments,1,"714395_GERMAN AMERICAN BANCORP, INC."
707,3706000.0,SellingAndMarketingExpense,2,"714395_GERMAN AMERICAN BANCORP, INC."
421,-172951000.0,NetInvestmentIncome,1,"714395_GERMAN AMERICAN BANCORP, INC."
69,72063000.0,CashAndDueFromBanks,2,"714395_GERMAN AMERICAN BANCORP, INC."
1708,-1831000.0,GainLossOnSalesOfLoansNet,2,"714395_GERMAN AMERICAN BANCORP, INC."
123,-156459000.0,InterestAndFeeIncomeLoansAndLeases,4,"714395_GERMAN AMERICAN BANCORP, INC."
452,-16492000.0,InterestIncomeSecuritiesTaxExempt,4,"714395_GERMAN AMERICAN BANCORP, INC."
693,-16492000.0,InterestIncomeOperating,2,"714395_GERMAN AMERICAN BANCORP, INC."
2223,3706000.0,MarketingAndAdvertisingExpense,2,"714395_GERMAN AMERICAN BANCORP, INC."
1358,2204000.0,AmortizationOfAcquisitionCosts,1,"714395_GERMAN AMERICAN BANCORP, INC."
1723,-55000.0,GainsLossesOnSalesOfOtherRealEstate,1,"714395_GERMAN AMERICAN BANCORP, INC."
1541,37906000.0,InterestExpenseDomesticDeposits,2,"714395_GERMAN AMERICAN BANCORP, INC."
1158,6913000.0,InterestExpenseBorrowings,2,"714395_GERMAN AMERICAN BANCORP, INC."
1012,37906000.0,InterestExpenseDeposits,2,"714395_GERMAN AMERICAN BANCORP, INC."
2590,-64381000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,"714395_GERMAN AMERICAN BANCORP, INC."
2137,-1276000.0,BankOwnedLifeInsuranceIncome,1,"714395_GERMAN AMERICAN BANCORP, INC."
2527,-3943000.0,NoninterestIncomeOtherOperatingIncome,2,"714395_GERMAN AMERICAN BANCORP, INC."
1223,16547000.0,CommunicationsInformationTechnologyAndOccupancy,3,"714395_GERMAN AMERICAN BANCORP, INC."
2817,8270000.0,OccupancyNet,2,"714395_GERMAN AMERICAN BANCORP, INC."
2336,8277000.0,CommunicationsAndInformationTechnology,2,"714395_GERMAN AMERICAN BANCORP, INC."
3083,8277000.0,InformationTechnologyAndDataProcessing,2,"714395_GERMAN AMERICAN BANCORP, INC."
1895,4405000.0,ProfessionalFees,1,"714395_GERMAN AMERICAN BANCORP, INC."
1515,-3943000.0,OtherOperatingIncomeExpenseNet,2,"714395_GERMAN AMERICAN BANCORP, INC."
