account_num,net_change,tag,tag_depth,cik
577,332600000.0,CashCashEquivalentsAndShortTermInvestments,4,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
645,322100000.0,CashAndCashEquivalentsAtCarryingValue,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1071,3100000.0,RestrictedCashAndInvestmentsCurrent,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2644,1000000.0,TemporaryEquityDividendsAdjustment,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3917,-2371800000.0,LiabilitiesAndStockholdersEquity,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
232,-1906200000.0,GrossProfit,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
601,56500000.0,SellingGeneralAndAdministrativeExpense,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1112,129500000.0,OperatingExpenses,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1264,-145300000.0,OperatingIncomeLoss,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2130,-37000000.0,NonoperatingIncomeExpense,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1709,18600000.0,InterestExpense,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1854,41300000.0,InterestAndDebtExpense,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2149,-223600000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2257,-108300000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2399,34300000.0,IncomeTaxExpenseBenefit,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1820,-142600000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1077,-142600000.0,ProfitLoss,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
409,451100000.0,ContractWithCustomerAssetNetCurrent,4,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2347,-142100000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1369,-22700000.0,GainsLossesOnExtinguishmentOfDebt,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3540,-229300000.0,PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,5,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3260,-541300000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3564,-229300000.0,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,3,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3316,-541300000.0,StockholdersEquity,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
3750,-507200000.0,AdditionalPaidInCapital,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2398,-142100000.0,AccountsPayableCurrent,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2089,2371800000.0,Assets,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2091,1302800000.0,AssetsNoncurrent,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
2041,208200000.0,OtherAssetsNoncurrent,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1827,189700000.0,IntangibleAssetsNetIncludingGoodwill,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1732,28300000.0,IntangibleAssetsNetExcludingGoodwill,2,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
1711,161400000.0,Goodwill,1,"40888_AEROJET ROCKETDYNE HOLDINGS, INC."
