account_num,net_change,tag,tag_depth,cik
421,-27316000.0,NetInvestmentIncome,1,"1756701_LINKBANCORP, INC."
1592,556000.0,TaxesExcludingIncomeAndExciseTaxes,2,"1756701_LINKBANCORP, INC."
845,120000.0,AmortizationOfDeferredCharges,1,"1756701_LINKBANCORP, INC."
1025,120000.0,AmortizationOfIntangibleAssets,1,"1756701_LINKBANCORP, INC."
1248,-2666000.0,GainsLossesOnSalesOfAssets,1,"1756701_LINKBANCORP, INC."
142,-597000.0,DividendIncomeSecuritiesOperatingTaxExempt,4,"1756701_LINKBANCORP, INC."
581,1022000.0,OperatingCostsAndExpenses,2,"1756701_LINKBANCORP, INC."
3661,-162000.0,CommonStockValue,3,"1756701_LINKBANCORP, INC."
2089,1308472000.0,Assets,1,"1756701_LINKBANCORP, INC."
2091,59533000.0,AssetsNoncurrent,2,"1756701_LINKBANCORP, INC."
1827,36774000.0,IntangibleAssetsNetIncludingGoodwill,2,"1756701_LINKBANCORP, INC."
1368,6292000.0,PropertyPlantAndEquipmentNet,4,"1756701_LINKBANCORP, INC."
1634,9896000.0,OperatingLeaseRightOfUseAsset,2,"1756701_LINKBANCORP, INC."
868,123174000.0,AssetsCurrent,2,"1756701_LINKBANCORP, INC."
577,123174000.0,CashCashEquivalentsAndShortTermInvestments,4,"1756701_LINKBANCORP, INC."
645,123174000.0,CashAndCashEquivalentsAtCarryingValue,3,"1756701_LINKBANCORP, INC."
3750,-127818000.0,AdditionalPaidInCapital,1,"1756701_LINKBANCORP, INC."
3834,-19039000.0,RetainedEarningsAccumulatedDeficit,1,"1756701_LINKBANCORP, INC."
3316,-142452000.0,StockholdersEquity,1,"1756701_LINKBANCORP, INC."
3260,-142452000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,"1756701_LINKBANCORP, INC."
456,120000.0,DepreciationAndAmortization,4,"1756701_LINKBANCORP, INC."
144,200000.0,CostOfRevenue,1,"1756701_LINKBANCORP, INC."
3809,-4567000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,"1756701_LINKBANCORP, INC."
1901,6571000.0,DeferredIncomeTaxAssetsNet,2,"1756701_LINKBANCORP, INC."
2903,-1347000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,"1756701_LINKBANCORP, INC."
2590,-1347000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,"1756701_LINKBANCORP, INC."
1912,-1347000.0,NetIncomeLoss,1,"1756701_LINKBANCORP, INC."
1077,-347000.0,ProfitLoss,2,"1756701_LINKBANCORP, INC."
1820,-347000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,"1756701_LINKBANCORP, INC."
2399,70000.0,IncomeTaxExpenseBenefit,1,"1756701_LINKBANCORP, INC."
2257,-277000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,"1756701_LINKBANCORP, INC."
2149,-45946000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,"1756701_LINKBANCORP, INC."
