account_num,net_change,tag,tag_depth,cik
2737,-1151000000.0,LongTermDebtAndCapitalLeaseObligationsCurrent,3,72903_XCEL ENERGY INC
2638,-1964000000.0,DebtCurrent,2,72903_XCEL ENERGY INC
3217,-76000000.0,DerivativeInstrumentsAndHedgesLiabilities,3,72903_XCEL ENERGY INC
3017,-545000000.0,OtherLiabilitiesCurrent,2,72903_XCEL ENERGY INC
3303,-22813000000.0,LongTermDebtAndCapitalLeaseObligations,2,72903_XCEL ENERGY INC
3550,-3380000000.0,AssetRetirementObligationsNoncurrent,2,72903_XCEL ENERGY INC
3379,-1038000000.0,OperatingLeaseLiabilityNoncurrent,3,72903_XCEL ENERGY INC
3796,-15622000000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,72903_XCEL ENERGY INC
2347,-2858000000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,72903_XCEL ENERGY INC
3154,-6078000000.0,LiabilitiesCurrent,2,72903_XCEL ENERGY INC
2398,-1804000000.0,AccountsPayableCurrent,2,72903_XCEL ENERGY INC
868,5144000000.0,AssetsCurrent,2,72903_XCEL ENERGY INC
2091,52810000000.0,AssetsNoncurrent,2,72903_XCEL ENERGY INC
2041,389000000.0,OtherAssetsNoncurrent,2,72903_XCEL ENERGY INC
1368,48253000000.0,PropertyPlantAndEquipmentNet,4,72903_XCEL ENERGY INC
229,1373000000.0,AccountsReceivableNetCurrent,3,72903_XCEL ENERGY INC
1634,1204000000.0,OperatingLeaseRightOfUseAsset,2,72903_XCEL ENERGY INC
677,54000000.0,PrepaidExpenseCurrent,2,72903_XCEL ENERGY INC
260,803000000.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,72903_XCEL ENERGY INC
455,803000000.0,InventoryNet,2,72903_XCEL ENERGY INC
522,803000000.0,InventoryGross,2,72903_XCEL ENERGY INC
207,1373000000.0,AccountsNotesAndLoansReceivableNetCurrent,4,72903_XCEL ENERGY INC
2089,61188000000.0,Assets,1,72903_XCEL ENERGY INC
320,1373000000.0,ReceivablesNetCurrent,3,72903_XCEL ENERGY INC
3279,-181000000.0,DeferredRevenueNoncurrent,2,72903_XCEL ENERGY INC
3465,-44513000000.0,Liabilities,1,72903_XCEL ENERGY INC
1029,31000000.0,DebtRelatedCommitmentFeesAndDebtIssuanceCosts,2,72903_XCEL ENERGY INC
3816,-48000000.0,AccumulatedDeferredInvestmentTaxCredit,1,72903_XCEL ENERGY INC
1301,803000000.0,PublicUtilitiesInventory,2,72903_XCEL ENERGY INC
2494,688000000.0,TaxesOther,2,72903_XCEL ENERGY INC
773,44000000.0,OtherCostOfOperatingRevenue,1,72903_XCEL ENERGY INC
737,54000000.0,PrepaidTaxes,1,72903_XCEL ENERGY INC
3112,-268000000.0,DividendsPayableCurrent,2,72903_XCEL ENERGY INC
3339,-181000000.0,ContractWithCustomerLiabilityNoncurrent,3,72903_XCEL ENERGY INC
1149,-75000000.0,PublicUtilitiesAllowanceForFundsUsedDuringConstructionCapitalizedCostOfEquity,3,72903_XCEL ENERGY INC
1592,688000000.0,TaxesExcludingIncomeAndExciseTaxes,2,72903_XCEL ENERGY INC
3794,-5569000000.0,RegulatoryLiabilityNoncurrent,2,72903_XCEL ENERGY INC
3645,-38435000000.0,LiabilitiesNoncurrent,2,72903_XCEL ENERGY INC
3481,-418000000.0,RegulatoryLiabilityCurrent,2,72903_XCEL ENERGY INC
2280,2871000000.0,RegulatoryAssetsNoncurrent,2,72903_XCEL ENERGY INC
2399,135000000.0,IncomeTaxExpenseBenefit,1,72903_XCEL ENERGY INC
819,140000000.0,DeferredIncomeTaxExpenseBenefit,1,72903_XCEL ENERGY INC
2257,-1601000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,72903_XCEL ENERGY INC
2149,-3441000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,72903_XCEL ENERGY INC
1854,925000000.0,InterestAndDebtExpense,2,72903_XCEL ENERGY INC
1709,953000000.0,InterestExpense,1,72903_XCEL ENERGY INC
2130,-88000000.0,NonoperatingIncomeExpense,1,72903_XCEL ENERGY INC
1264,-2428000000.0,OperatingIncomeLoss,1,72903_XCEL ENERGY INC
1112,761000000.0,OperatingExpenses,1,72903_XCEL ENERGY INC
692,73000000.0,ProvisionForDoubtfulAccounts,2,72903_XCEL ENERGY INC
601,688000000.0,SellingGeneralAndAdministrativeExpense,3,72903_XCEL ENERGY INC
597,688000000.0,GeneralAndAdministrativeExpense,2,72903_XCEL ENERGY INC
232,-44000000.0,GrossProfit,1,72903_XCEL ENERGY INC
3917,-61188000000.0,LiabilitiesAndStockholdersEquity,2,72903_XCEL ENERGY INC
3260,-16675000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,72903_XCEL ENERGY INC
3316,-16675000000.0,StockholdersEquity,1,72903_XCEL ENERGY INC
3834,-7239000000.0,RetainedEarningsAccumulatedDeficit,1,72903_XCEL ENERGY INC
3750,-8155000000.0,AdditionalPaidInCapital,1,72903_XCEL ENERGY INC
3661,-1374000000.0,CommonStockValue,3,72903_XCEL ENERGY INC
1820,-1736000000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,72903_XCEL ENERGY INC
2378,2871000000.0,RegulatedEntityOtherAssetsNoncurrent,3,72903_XCEL ENERGY INC
1077,-1736000000.0,ProfitLoss,2,72903_XCEL ENERGY INC
2590,-1736000000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,72903_XCEL ENERGY INC
1183,1059000000.0,RegulatoryAssetsCurrent,2,72903_XCEL ENERGY INC
3540,-390000000.0,PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,5,72903_XCEL ENERGY INC
3564,-390000000.0,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,3,72903_XCEL ENERGY INC
2723,-485000000.0,InterestAndDividendsPayableCurrent,3,72903_XCEL ENERGY INC
2812,-217000000.0,InterestPayableCurrent,2,72903_XCEL ENERGY INC
3618,-113000000.0,DerivativeInstrumentsAndHedgesLiabilitiesNoncurrent,4,72903_XCEL ENERGY INC
2106,93000000.0,DerivativeInstrumentsAndHedgesNoncurrent,3,72903_XCEL ENERGY INC
2841,-569000000.0,TaxesPayableCurrent,2,72903_XCEL ENERGY INC
2731,-813000000.0,ShortTermBorrowings,1,72903_XCEL ENERGY INC
1478,-36000000.0,IncomeLossFromEquityMethodInvestments,1,72903_XCEL ENERGY INC
2004,-13000000.0,OtherNonoperatingIncomeExpense,1,72903_XCEL ENERGY INC
144,44000000.0,CostOfRevenue,1,72903_XCEL ENERGY INC
3809,-93000000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,72903_XCEL ENERGY INC
3733,-8155000000.0,AdditionalPaidInCapitalCommonStock,2,72903_XCEL ENERGY INC
3494,-147000000.0,OtherLiabilitiesNoncurrent,2,72903_XCEL ENERGY INC
