account_num,net_change,tag,tag_depth,cik
2590,-31328628.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,1646188_ONDAS HOLDINGS INC.
2903,-31328628.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,1646188_ONDAS HOLDINGS INC.
2716,-26065390.0,LongTermDebtCurrent,2,1646188_ONDAS HOLDINGS INC.
1626,1500000.0,LongTermInvestments,1,1646188_ONDAS HOLDINGS INC.
1848,1500000.0,LongTermInvestmentsAndReceivablesNet,3,1646188_ONDAS HOLDINGS INC.
171,6076595.0,CostOfGoodsAndServicesSold,2,1646188_ONDAS HOLDINGS INC.
144,6076595.0,CostOfRevenue,1,1646188_ONDAS HOLDINGS INC.
1912,-30706098.0,NetIncomeLoss,1,1646188_ONDAS HOLDINGS INC.
491,14184420.0,ResearchAndDevelopmentExpense,2,1646188_ONDAS HOLDINGS INC.
581,17658695.0,OperatingCostsAndExpenses,2,1646188_ONDAS HOLDINGS INC.
2004,-3622733.0,OtherNonoperatingIncomeExpense,1,1646188_ONDAS HOLDINGS INC.
456,3103591.0,DepreciationAndAmortization,4,1646188_ONDAS HOLDINGS INC.
1077,-30706098.0,ProfitLoss,2,1646188_ONDAS HOLDINGS INC.
2257,-33994936.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,1646188_ONDAS HOLDINGS INC.
173,-10730145.0,Revenues,1,1646188_ONDAS HOLDINGS INC.
232,-4653550.0,GrossProfit,1,1646188_ONDAS HOLDINGS INC.
597,13347278.0,GeneralAndAdministrativeExpense,2,1646188_ONDAS HOLDINGS INC.
601,17552495.0,SellingGeneralAndAdministrativeExpense,3,1646188_ONDAS HOLDINGS INC.
961,-7757.0,GainLossOnSaleOfPropertyPlantEquipment,1,1646188_ONDAS HOLDINGS INC.
1002,-7757.0,GainLossOnDispositionOfAssets1,1,1646188_ONDAS HOLDINGS INC.
1112,31736915.0,OperatingExpenses,1,1646188_ONDAS HOLDINGS INC.
1820,-33994936.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,1646188_ONDAS HOLDINGS INC.
1264,-27083365.0,OperatingIncomeLoss,1,1646188_ONDAS HOLDINGS INC.
1563,-7724.0,InvestmentIncomeInterestAndDividend,3,1646188_ONDAS HOLDINGS INC.
1665,-7724.0,InvestmentIncomeNet,2,1646188_ONDAS HOLDINGS INC.
1205,-7724.0,InvestmentIncomeNonoperating,2,1646188_ONDAS HOLDINGS INC.
2130,-3713971.0,NonoperatingIncomeExpense,1,1646188_ONDAS HOLDINGS INC.
1709,3197600.0,InterestExpense,1,1646188_ONDAS HOLDINGS INC.
1854,3197600.0,InterestAndDebtExpense,2,1646188_ONDAS HOLDINGS INC.
2149,-33994936.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,1646188_ONDAS HOLDINGS INC.
1340,-7724.0,InvestmentIncomeInterest,2,1646188_ONDAS HOLDINGS INC.
1711,27671921.0,Goodwill,1,1646188_ONDAS HOLDINGS INC.
1368,5443910.0,PropertyPlantAndEquipmentNet,4,1646188_ONDAS HOLDINGS INC.
1634,2661009.0,OperatingLeaseRightOfUseAsset,2,1646188_ONDAS HOLDINGS INC.
868,30271554.0,AssetsCurrent,2,1646188_ONDAS HOLDINGS INC.
1732,32444883.0,IntangibleAssetsNetExcludingGoodwill,2,1646188_ONDAS HOLDINGS INC.
260,2580166.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,1646188_ONDAS HOLDINGS INC.
455,2580166.0,InventoryNet,2,1646188_ONDAS HOLDINGS INC.
320,6894247.0,ReceivablesNetCurrent,3,1646188_ONDAS HOLDINGS INC.
207,6894247.0,AccountsNotesAndLoansReceivableNetCurrent,4,1646188_ONDAS HOLDINGS INC.
229,4894247.0,AccountsReceivableNetCurrent,3,1646188_ONDAS HOLDINGS INC.
577,20971982.0,CashCashEquivalentsAndShortTermInvestments,4,1646188_ONDAS HOLDINGS INC.
645,20971982.0,CashAndCashEquivalentsAtCarryingValue,3,1646188_ONDAS HOLDINGS INC.
1827,60116804.0,IntangibleAssetsNetIncludingGoodwill,2,1646188_ONDAS HOLDINGS INC.
2041,64929554.0,OtherAssetsNoncurrent,2,1646188_ONDAS HOLDINGS INC.
757,1785250.0,OtherAssetsCurrent,2,1646188_ONDAS HOLDINGS INC.
