account_num,net_change,tag,tag_depth,cik
191,-57807000.0,OperatingLeaseLeaseIncome,2,30697_WENDY'S CO
3339,-88161000.0,ContractWithCustomerLiabilityNoncurrent,3,30697_WENDY'S CO
2089,5408028000.0,Assets,1,30697_WENDY'S CO
3279,-88161000.0,DeferredRevenueNoncurrent,2,30697_WENDY'S CO
1515,-2266000.0,OtherOperatingIncomeExpenseNet,2,30697_WENDY'S CO
813,13260000.0,FranchisorCosts,1,30697_WENDY'S CO
2091,4404625000.0,AssetsNoncurrent,2,30697_WENDY'S CO
1665,-3562000.0,InvestmentIncomeNet,2,30697_WENDY'S CO
1264,-84478000.0,OperatingIncomeLoss,1,30697_WENDY'S CO
1112,82725000.0,OperatingExpenses,1,30697_WENDY'S CO
1002,-5000.0,GainLossOnDispositionOfAssets1,1,30697_WENDY'S CO
961,-5000.0,GainLossOnSaleOfPropertyPlantEquipment,1,30697_WENDY'S CO
601,75536000.0,SellingGeneralAndAdministrativeExpense,3,30697_WENDY'S CO
597,62276000.0,GeneralAndAdministrativeExpense,2,30697_WENDY'S CO
232,-725343000.0,GrossProfit,1,30697_WENDY'S CO
173,-528807000.0,Revenues,1,30697_WENDY'S CO
3917,-5408028000.0,LiabilitiesAndStockholdersEquity,2,30697_WENDY'S CO
3260,-419557000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,30697_WENDY'S CO
3316,-419557000.0,StockholdersEquity,1,30697_WENDY'S CO
1205,-3562000.0,InvestmentIncomeNonoperating,2,30697_WENDY'S CO
3834,-401445000.0,RetainedEarningsAccumulatedDeficit,1,30697_WENDY'S CO
3661,-47042000.0,CommonStockValue,3,30697_WENDY'S CO
3465,-4988471000.0,Liabilities,1,30697_WENDY'S CO
802,376000.0,AssetImpairmentCharges,1,30697_WENDY'S CO
3796,-1234598000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,30697_WENDY'S CO
3379,-777395000.0,OperatingLeaseLiabilityNoncurrent,3,30697_WENDY'S CO
3303,-3354342000.0,LongTermDebtAndCapitalLeaseObligations,2,30697_WENDY'S CO
3378,-567849000.0,FinanceLeaseLiabilityNoncurrent,3,30697_WENDY'S CO
3308,-2786493000.0,LongTermDebtNoncurrent,2,30697_WENDY'S CO
3154,-399531000.0,LiabilitiesCurrent,2,30697_WENDY'S CO
2638,-47994000.0,DebtCurrent,2,30697_WENDY'S CO
2737,-47994000.0,LongTermDebtAndCapitalLeaseObligationsCurrent,3,30697_WENDY'S CO
2809,-18744000.0,FinanceLeaseLiabilityCurrent,3,30697_WENDY'S CO
3750,-2941138000.0,AdditionalPaidInCapital,1,30697_WENDY'S CO
2347,-179186000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,30697_WENDY'S CO
2130,-10898000.0,NonoperatingIncomeExpense,1,30697_WENDY'S CO
1854,32971000.0,InterestAndDebtExpense,2,30697_WENDY'S CO
1572,229736000.0,FinanceLeaseRightOfUseAsset,3,30697_WENDY'S CO
707,13260000.0,SellingAndMarketingExpense,2,30697_WENDY'S CO
2114,314763000.0,NetInvestmentInLeaseExcludingAccruedInterestAfterAllowanceForCreditLossNoncurrent,4,30697_WENDY'S CO
1133,7184000.0,RestructuringSettlementAndImpairmentProvisions,3,30697_WENDY'S CO
1215,6808000.0,RestructuringCharges,1,30697_WENDY'S CO
2004,-7336000.0,OtherNonoperatingIncomeExpense,1,30697_WENDY'S CO
581,7184000.0,OperatingCostsAndExpenses,2,30697_WENDY'S CO
144,196536000.0,CostOfRevenue,1,30697_WENDY'S CO
171,196536000.0,CostOfGoodsAndServicesSold,2,30697_WENDY'S CO
3809,-64018000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,30697_WENDY'S CO
3817,2906050000.0,TreasuryStockValue,2,30697_WENDY'S CO
3494,-96489000.0,OtherLiabilitiesNoncurrent,2,30697_WENDY'S CO
1709,31705000.0,InterestExpense,1,30697_WENDY'S CO
3383,-272553000.0,DeferredIncomeTaxLiabilitiesNet,2,30697_WENDY'S CO
1848,42082000.0,LongTermInvestmentsAndReceivablesNet,3,30697_WENDY'S CO
1626,42082000.0,LongTermInvestments,1,30697_WENDY'S CO
2716,-29250000.0,LongTermDebtCurrent,2,30697_WENDY'S CO
2903,-39821000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,30697_WENDY'S CO
2590,-39821000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,30697_WENDY'S CO
1912,-39821000.0,NetIncomeLoss,1,30697_WENDY'S CO
