account_num,net_change,tag,tag_depth,cik
1732,32492000000.0,IntangibleAssetsNetExcludingGoodwill,2,1739940_CIGNA GROUP
1827,78303000000.0,IntangibleAssetsNetIncludingGoodwill,2,1739940_CIGNA GROUP
2041,3426000000.0,OtherAssetsNoncurrent,2,1739940_CIGNA GROUP
2091,98017000000.0,AssetsNoncurrent,2,1739940_CIGNA GROUP
2398,-7775000000.0,AccountsPayableCurrent,2,1739940_CIGNA GROUP
3383,-7751000000.0,DeferredIncomeTaxLiabilitiesNet,2,1739940_CIGNA GROUP
3494,-3142000000.0,OtherLiabilitiesNoncurrent,2,1739940_CIGNA GROUP
3817,21844000000.0,TreasuryStockValue,2,1739940_CIGNA GROUP
3733,-30233000000.0,AdditionalPaidInCapitalCommonStock,2,1739940_CIGNA GROUP
3809,-1395000000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,1739940_CIGNA GROUP
171,124834000000.0,CostOfGoodsAndServicesSold,2,1739940_CIGNA GROUP
144,157040000000.0,CostOfRevenue,1,1739940_CIGNA GROUP
456,1876000000.0,DepreciationAndAmortization,4,1739940_CIGNA GROUP
581,1876000000.0,OperatingCostsAndExpenses,2,1739940_CIGNA GROUP
2004,-1228000000.0,OtherNonoperatingIncomeExpense,1,1739940_CIGNA GROUP
757,1296000000.0,OtherAssetsCurrent,2,1739940_CIGNA GROUP
3853,-13000000.0,MinorityInterest,1,1739940_CIGNA GROUP
2431,78000000.0,NetIncomeLossAttributableToNoncontrollingInterest,1,1739940_CIGNA GROUP
1025,1876000000.0,AmortizationOfIntangibleAssets,1,1739940_CIGNA GROUP
845,1876000000.0,AmortizationOfDeferredCharges,1,1739940_CIGNA GROUP
1421,32206000000.0,PolicyholderBenefitsAndClaimsIncurredNet,3,1739940_CIGNA GROUP
131,-39915000000.0,PremiumsEarnedNet,2,1739940_CIGNA GROUP
421,-1155000000.0,NetInvestmentIncome,1,1739940_CIGNA GROUP
3400,-66000000.0,RedeemableNoncontrollingInterestEquityCarryingAmount,3,1739940_CIGNA GROUP
3333,-66000000.0,TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,3,1739940_CIGNA GROUP
1117,-1662000000.0,GainLossOnSaleOfBusiness,1,1739940_CIGNA GROUP
2286,11000000.0,NetIncomeLossAttributableToRedeemableNoncontrollingInterest,1,1739940_CIGNA GROUP
2359,67000000.0,NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,1,1739940_CIGNA GROUP
1848,16288000000.0,LongTermInvestmentsAndReceivablesNet,3,1739940_CIGNA GROUP
1626,16288000000.0,LongTermInvestments,1,1739940_CIGNA GROUP
281,905000000.0,ShortTermInvestments,1,1739940_CIGNA GROUP
2903,-6668000000.0,NetIncomeLossAvailableToCommonStockholdersDiluted,2,1739940_CIGNA GROUP
2347,-7775000000.0,AccountsPayableAndAccruedLiabilitiesCurrent,3,1739940_CIGNA GROUP
2638,-2993000000.0,DebtCurrent,2,1739940_CIGNA GROUP
3154,-41229000000.0,LiabilitiesCurrent,2,1739940_CIGNA GROUP
3303,-28100000000.0,LongTermDebtAndCapitalLeaseObligations,2,1739940_CIGNA GROUP
3796,-10893000000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,1739940_CIGNA GROUP
3645,-38993000000.0,LiabilitiesNoncurrent,2,1739940_CIGNA GROUP
3465,-98981000000.0,Liabilities,1,1739940_CIGNA GROUP
3661,-4000000.0,CommonStockValue,3,1739940_CIGNA GROUP
3750,-30233000000.0,AdditionalPaidInCapital,1,1739940_CIGNA GROUP
3834,-37874000000.0,RetainedEarningsAccumulatedDeficit,1,1739940_CIGNA GROUP
3316,-44872000000.0,StockholdersEquity,1,1739940_CIGNA GROUP
3260,-44885000000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,1739940_CIGNA GROUP
2089,143932000000.0,Assets,1,1739940_CIGNA GROUP
3917,-143932000000.0,LiabilitiesAndStockholdersEquity,2,1739940_CIGNA GROUP
232,-337556000000.0,GrossProfit,1,1739940_CIGNA GROUP
601,13186000000.0,SellingGeneralAndAdministrativeExpense,3,1739940_CIGNA GROUP
1002,-1662000000.0,GainLossOnDispositionOfAssets1,1,1739940_CIGNA GROUP
1112,16724000000.0,OperatingExpenses,1,1739940_CIGNA GROUP
1264,-8414000000.0,OperatingIncomeLoss,1,1739940_CIGNA GROUP
2130,-1228000000.0,NonoperatingIncomeExpense,1,1739940_CIGNA GROUP
2149,-9642000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3,1739940_CIGNA GROUP
2257,-8353000000.0,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2,1739940_CIGNA GROUP
2399,1607000000.0,IncomeTaxExpenseBenefit,1,1739940_CIGNA GROUP
1820,-9960000000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,1739940_CIGNA GROUP
1077,-6746000000.0,ProfitLoss,2,1739940_CIGNA GROUP
1912,-6824000000.0,NetIncomeLoss,1,1739940_CIGNA GROUP
2590,-6668000000.0,NetIncomeLossAvailableToCommonStockholdersBasic,2,1739940_CIGNA GROUP
173,-180516000000.0,Revenues,1,1739940_CIGNA GROUP
868,30120000000.0,AssetsCurrent,2,1739940_CIGNA GROUP
260,4777000000.0,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,4,1739940_CIGNA GROUP
455,4777000000.0,InventoryNet,2,1739940_CIGNA GROUP
320,17218000000.0,ReceivablesNetCurrent,3,1739940_CIGNA GROUP
577,6829000000.0,CashCashEquivalentsAndShortTermInvestments,4,1739940_CIGNA GROUP
645,5924000000.0,CashAndCashEquivalentsAtCarryingValue,3,1739940_CIGNA GROUP
1711,45811000000.0,Goodwill,1,1739940_CIGNA GROUP
