account_num,net_change,tag,tag_depth,cik
3339,-3700000.0,ContractWithCustomerLiabilityNoncurrent,3,"1615063_INSPIRED ENTERTAINMENT, INC."
3279,-3700000.0,DeferredRevenueNoncurrent,2,"1615063_INSPIRED ENTERTAINMENT, INC."
2764,-4800000.0,ContractWithCustomerLiabilityCurrent,3,"1615063_INSPIRED ENTERTAINMENT, INC."
1117,-900000.0,GainLossOnSaleOfBusiness,1,"1615063_INSPIRED ENTERTAINMENT, INC."
69,25000000.0,CashAndDueFromBanks,2,"1615063_INSPIRED ENTERTAINMENT, INC."
501,25000000.0,Cash,1,"1615063_INSPIRED ENTERTAINMENT, INC."
110,-285400000.0,RevenueFromContractWithCustomerExcludingAssessedTax,2,"1615063_INSPIRED ENTERTAINMENT, INC."
1631,-4600000.0,ForeignCurrencyTransactionGainLossBeforeTax,2,"1615063_INSPIRED ENTERTAINMENT, INC."
1111,-4600000.0,ForeignCurrencyTransactionGainLossUnrealized,2,"1615063_INSPIRED ENTERTAINMENT, INC."
2710,-4800000.0,DeferredRevenueCurrent,2,"1615063_INSPIRED ENTERTAINMENT, INC."
1133,700000.0,RestructuringSettlementAndImpairmentProvisions,3,"1615063_INSPIRED ENTERTAINMENT, INC."
2841,-9300000.0,TaxesPayableCurrent,2,"1615063_INSPIRED ENTERTAINMENT, INC."
2603,-285400000.0,NoninterestIncome,1,"1615063_INSPIRED ENTERTAINMENT, INC."
1478,-500000.0,IncomeLossFromEquityMethodInvestments,1,"1615063_INSPIRED ENTERTAINMENT, INC."
2004,-1100000.0,OtherNonoperatingIncomeExpense,1,"1615063_INSPIRED ENTERTAINMENT, INC."
802,700000.0,AssetImpairmentCharges,1,"1615063_INSPIRED ENTERTAINMENT, INC."
581,38800000.0,OperatingCostsAndExpenses,2,"1615063_INSPIRED ENTERTAINMENT, INC."
456,37600000.0,DepreciationAndAmortization,4,"1615063_INSPIRED ENTERTAINMENT, INC."
144,49300000.0,CostOfRevenue,1,"1615063_INSPIRED ENTERTAINMENT, INC."
601,126400000.0,SellingGeneralAndAdministrativeExpense,3,"1615063_INSPIRED ENTERTAINMENT, INC."
597,126400000.0,GeneralAndAdministrativeExpense,2,"1615063_INSPIRED ENTERTAINMENT, INC."
232,-49300000.0,GrossProfit,1,"1615063_INSPIRED ENTERTAINMENT, INC."
3917,-309400000.0,LiabilitiesAndStockholdersEquity,2,"1615063_INSPIRED ENTERTAINMENT, INC."
