account_num,net_change,tag,tag_depth,cik
2888,-13495000.0,OtherAccruedLiabilitiesCurrent,2,880117_SANFILIPPO JOHN B & SON INC
1652,7561000.0,FiniteLivedIntangibleAssetsNet,2,880117_SANFILIPPO JOHN B & SON INC
1728,697000.0,NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent,2,880117_SANFILIPPO JOHN B & SON INC
1627,9877000.0,ConstructionInProgressGross,2,880117_SANFILIPPO JOHN B & SON INC
990,-19000.0,GainLossOnDispositionOfAssets,4,880117_SANFILIPPO JOHN B & SON INC
707,39812000.0,SellingAndMarketingExpense,2,880117_SANFILIPPO JOHN B & SON INC
1396,102840000.0,BuildingsAndImprovementsGross,3,880117_SANFILIPPO JOHN B & SON INC
403,9150000.0,LandAndLandImprovements,2,880117_SANFILIPPO JOHN B & SON INC
608,9150000.0,Land,1,880117_SANFILIPPO JOHN B & SON INC
3540,-29132000.0,PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,5,880117_SANFILIPPO JOHN B & SON INC
3564,-29132000.0,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,3,880117_SANFILIPPO JOHN B & SON INC
2673,-14953000.0,EmployeeRelatedLiabilitiesCurrent,2,880117_SANFILIPPO JOHN B & SON INC
850,-259597000.0,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7,880117_SANFILIPPO JOHN B & SON INC
1705,381806000.0,PropertyPlantAndEquipmentGross,4,880117_SANFILIPPO JOHN B & SON INC
2731,-1970000.0,ShortTermBorrowings,1,880117_SANFILIPPO JOHN B & SON INC
144,419784000.0,CostOfRevenue,1,880117_SANFILIPPO JOHN B & SON INC
171,419784000.0,CostOfGoodsAndServicesSold,2,880117_SANFILIPPO JOHN B & SON INC
3809,-2469000.0,AccumulatedOtherComprehensiveIncomeLossNetOfTax,2,880117_SANFILIPPO JOHN B & SON INC
3733,-130731000.0,AdditionalPaidInCapitalCommonStock,2,880117_SANFILIPPO JOHN B & SON INC
3817,1204000.0,TreasuryStockValue,2,880117_SANFILIPPO JOHN B & SON INC
3494,-8155000.0,OtherLiabilitiesNoncurrent,2,880117_SANFILIPPO JOHN B & SON INC
1808,254013000.0,MachineryAndEquipmentGross,3,880117_SANFILIPPO JOHN B & SON INC
2689,-22805000.0,LinesOfCreditCurrent,2,880117_SANFILIPPO JOHN B & SON INC
497,39812000.0,SellingExpense,1,880117_SANFILIPPO JOHN B & SON INC
2649,-1970000.0,BankOverdrafts,1,880117_SANFILIPPO JOHN B & SON INC
2552,-28448000.0,AccruedLiabilitiesCurrent,2,880117_SANFILIPPO JOHN B & SON INC
1901,2608000.0,DeferredIncomeTaxAssetsNet,2,880117_SANFILIPPO JOHN B & SON INC
1711,12030000.0,Goodwill,1,880117_SANFILIPPO JOHN B & SON INC
1732,7561000.0,IntangibleAssetsNetExcludingGoodwill,2,880117_SANFILIPPO JOHN B & SON INC
1827,19591000.0,IntangibleAssetsNetIncludingGoodwill,2,880117_SANFILIPPO JOHN B & SON INC
2091,162088000.0,AssetsNoncurrent,2,880117_SANFILIPPO JOHN B & SON INC
2089,425930000.0,Assets,1,880117_SANFILIPPO JOHN B & SON INC
2398,-49342000.0,AccountsPayableCurrent,2,880117_SANFILIPPO JOHN B & SON INC
597,20455000.0,GeneralAndAdministrativeExpense,2,880117_SANFILIPPO JOHN B & SON INC
232,-107145000.0,GrossProfit,1,880117_SANFILIPPO JOHN B & SON INC
173,-274328000.0,Revenues,1,880117_SANFILIPPO JOHN B & SON INC
3917,-425930000.0,LiabilitiesAndStockholdersEquity,2,880117_SANFILIPPO JOHN B & SON INC
3260,-275663000.0,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,880117_SANFILIPPO JOHN B & SON INC
3316,-275663000.0,StockholdersEquity,1,880117_SANFILIPPO JOHN B & SON INC
3834,-148488000.0,RetainedEarningsAccumulatedDeficit,1,880117_SANFILIPPO JOHN B & SON INC
3750,-130731000.0,AdditionalPaidInCapital,1,880117_SANFILIPPO JOHN B & SON INC
3465,-150267000.0,Liabilities,1,880117_SANFILIPPO JOHN B & SON INC
3645,-46205000.0,LiabilitiesNoncurrent,2,880117_SANFILIPPO JOHN B & SON INC
3796,-38759000.0,LiabilitiesOtherThanLongtermDebtNoncurrent,3,880117_SANFILIPPO JOHN B & SON INC
3379,-1472000.0,OperatingLeaseLiabilityNoncurrent,3,880117_SANFILIPPO JOHN B & SON INC
3303,-7446000.0,LongTermDebtAndCapitalLeaseObligations,2,880117_SANFILIPPO JOHN B & SON INC
3154,-104062000.0,LiabilitiesCurrent,2,880117_SANFILIPPO JOHN B & SON INC
2638,-3467000.0,DebtCurrent,2,880117_SANFILIPPO JOHN B & SON INC
1368,137296000.0,PropertyPlantAndEquipmentNet,4,880117_SANFILIPPO JOHN B & SON INC
1634,2593000.0,OperatingLeaseRightOfUseAsset,2,880117_SANFILIPPO JOHN B & SON INC
601,60267000.0,SellingGeneralAndAdministrativeExpense,3,880117_SANFILIPPO JOHN B & SON INC
961,-19000.0,GainLossOnSaleOfPropertyPlantEquipment,1,880117_SANFILIPPO JOHN B & SON INC
1077,-32452000.0,ProfitLoss,2,880117_SANFILIPPO JOHN B & SON INC
1820,-55932000.0,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3,880117_SANFILIPPO JOHN B & SON INC
2399,11740000.0,IncomeTaxExpenseBenefit,1,880117_SANFILIPPO JOHN B & SON INC
