sic2,count
73,1336
60,1145
28,651
36,584
49,505
38,472
63,393
35,383
67,299
13,256
37,219
48,216
80,193
20,182
87,151
50,138
58,134
59,120
61,117
51,115
34,113
62,107
65,94
47,91
79,90
33,90
39,83
55,77
44,76
82,75
45,72
64,65
16,60
70,60
42,58
30,51
27,51
25,46
78,41
26,40
17,36
54,36
14,33
75,32
23,32
31,32
29,31
12,30
56,27
24,25
21,25
52,25
57,24
32,20
72,20
15,19
10,19
46,17
22,16
53,15
76,8
40,4
89,4
83,3
